node_id,node_type,node_type_name
2055,1,paper
2056,1,paper
2057,1,paper
2058,1,paper
2059,1,paper
2060,1,paper
2061,1,paper
2062,1,paper
2063,1,paper
2064,1,paper
2065,1,paper
2066,1,paper
2067,1,paper
2068,1,paper
2069,1,paper
2070,1,paper
2071,1,paper
2072,1,paper
2073,1,paper
2074,1,paper
2075,1,paper
2076,1,paper
2077,1,paper
2078,1,paper
2079,1,paper
2080,1,paper
2081,1,paper
2082,1,paper
2083,1,paper
2084,1,paper
2085,1,paper
2086,1,paper
2087,1,paper
2088,1,paper
2089,1,paper
2090,1,paper
2091,1,paper
2092,1,paper
2093,1,paper
2094,1,paper
2095,1,paper
2096,1,paper
2097,1,paper
2098,1,paper
2099,1,paper
2100,1,paper
2101,1,paper
2102,1,paper
2103,1,paper
2104,1,paper
2105,1,paper
2106,1,paper
2107,1,paper
2108,1,paper
2109,1,paper
2110,1,paper
2111,1,paper
2112,1,paper
2113,1,paper
2114,1,paper
2115,1,paper
2116,1,paper
2117,1,paper
2118,1,paper
2119,1,paper
2120,1,paper
2121,1,paper
2122,1,paper
2123,1,paper
2124,1,paper
2125,1,paper
2126,1,paper
2127,1,paper
2128,1,paper
2129,1,paper
2130,1,paper
2131,1,paper
2132,1,paper
2133,1,paper
2134,1,paper
2135,1,paper
2136,1,paper
2137,1,paper
2138,1,paper
2139,1,paper
2140,1,paper
2141,1,paper
2142,1,paper
2143,1,paper
2144,1,paper
2145,1,paper
2146,1,paper
2147,1,paper
2148,1,paper
2149,1,paper
2150,1,paper
2151,1,paper
2152,1,paper
2153,1,paper
2154,1,paper
2155,1,paper
2156,1,paper
2157,1,paper
2158,1,paper
2159,1,paper
2160,1,paper
2161,1,paper
2162,1,paper
2163,1,paper
2164,1,paper
2165,1,paper
2166,1,paper
2167,1,paper
2168,1,paper
2169,1,paper
2170,1,paper
2171,1,paper
2172,1,paper
2173,1,paper
2174,1,paper
2175,1,paper
2176,1,paper
2177,1,paper
2178,1,paper
2179,1,paper
2180,1,paper
2181,1,paper
2182,1,paper
2183,1,paper
2184,1,paper
2185,1,paper
2186,1,paper
2187,1,paper
2188,1,paper
2189,1,paper
2190,1,paper
2191,1,paper
2192,1,paper
2193,1,paper
2194,1,paper
2195,1,paper
2196,1,paper
2197,1,paper
2198,1,paper
2199,1,paper
2200,1,paper
2201,1,paper
2202,1,paper
2203,1,paper
2204,1,paper
2205,1,paper
2206,1,paper
2207,1,paper
2208,1,paper
2209,1,paper
2210,1,paper
2211,1,paper
2212,1,paper
2213,1,paper
2214,1,paper
2215,1,paper
2216,1,paper
2217,1,paper
2218,1,paper
2219,1,paper
2220,1,paper
2221,1,paper
2222,1,paper
2223,1,paper
2224,1,paper
2225,1,paper
2226,1,paper
2227,1,paper
2228,1,paper
2229,1,paper
2230,1,paper
2231,1,paper
2232,1,paper
2233,1,paper
2234,1,paper
2235,1,paper
2236,1,paper
2237,1,paper
2238,1,paper
2239,1,paper
2240,1,paper
2241,1,paper
2242,1,paper
2243,1,paper
2244,1,paper
2245,1,paper
2246,1,paper
2247,1,paper
2248,1,paper
2249,1,paper
2250,1,paper
2251,1,paper
2252,1,paper
2253,1,paper
2254,1,paper
2255,1,paper
2256,1,paper
2257,1,paper
2258,1,paper
2259,1,paper
2260,1,paper
2261,1,paper
2262,1,paper
2263,1,paper
2264,1,paper
2265,1,paper
2266,1,paper
2267,1,paper
2268,1,paper
2269,1,paper
2270,1,paper
2271,1,paper
2272,1,paper
2273,1,paper
2274,1,paper
2275,1,paper
2276,1,paper
2277,1,paper
2278,1,paper
2279,1,paper
2280,1,paper
2281,1,paper
2282,1,paper
2283,1,paper
2284,1,paper
2285,1,paper
2286,1,paper
2287,1,paper
2288,1,paper
2289,1,paper
2290,1,paper
2291,1,paper
2292,1,paper
2293,1,paper
2294,1,paper
2295,1,paper
2296,1,paper
2297,1,paper
2298,1,paper
2299,1,paper
2300,1,paper
2301,1,paper
2302,1,paper
2303,1,paper
2304,1,paper
2305,1,paper
2306,1,paper
2307,1,paper
2308,1,paper
2309,1,paper
2310,1,paper
2311,1,paper
2312,1,paper
2313,1,paper
2314,1,paper
2315,1,paper
2316,1,paper
2317,1,paper
2318,1,paper
2319,1,paper
2320,1,paper
2321,1,paper
2322,1,paper
2323,1,paper
2324,1,paper
2325,1,paper
2326,1,paper
2327,1,paper
2328,1,paper
2329,1,paper
2330,1,paper
2331,1,paper
2332,1,paper
2333,1,paper
2334,1,paper
2335,1,paper
2336,1,paper
2337,1,paper
2338,1,paper
2339,1,paper
2340,1,paper
2341,1,paper
2342,1,paper
2343,1,paper
2344,1,paper
2345,1,paper
2346,1,paper
2347,1,paper
2348,1,paper
2349,1,paper
2350,1,paper
2351,1,paper
2352,1,paper
2353,1,paper
2354,1,paper
2355,1,paper
2356,1,paper
2357,1,paper
2358,1,paper
2359,1,paper
2360,1,paper
2361,1,paper
2362,1,paper
2363,1,paper
2364,1,paper
2365,1,paper
2366,1,paper
2367,1,paper
2368,1,paper
2369,1,paper
2370,1,paper
2371,1,paper
2372,1,paper
2373,1,paper
2374,1,paper
2375,1,paper
2376,1,paper
2377,1,paper
2378,1,paper
2379,1,paper
2380,1,paper
2381,1,paper
2382,1,paper
2383,1,paper
2384,1,paper
2385,1,paper
2386,1,paper
2387,1,paper
2388,1,paper
2389,1,paper
2390,1,paper
2391,1,paper
2392,1,paper
2393,1,paper
2394,1,paper
2395,1,paper
2396,1,paper
2397,1,paper
2398,1,paper
2399,1,paper
2400,1,paper
2401,1,paper
2402,1,paper
2403,1,paper
2404,1,paper
2405,1,paper
2406,1,paper
2407,1,paper
2408,1,paper
2409,1,paper
2410,1,paper
2411,1,paper
2412,1,paper
2413,1,paper
2414,1,paper
2415,1,paper
2416,1,paper
2417,1,paper
2418,1,paper
2419,1,paper
2420,1,paper
2421,1,paper
2422,1,paper
2423,1,paper
2424,1,paper
2425,1,paper
2426,1,paper
2427,1,paper
2428,1,paper
2429,1,paper
2430,1,paper
2431,1,paper
2432,1,paper
2433,1,paper
2434,1,paper
2435,1,paper
2436,1,paper
2437,1,paper
2438,1,paper
2439,1,paper
2440,1,paper
2441,1,paper
2442,1,paper
2443,1,paper
2444,1,paper
2445,1,paper
2446,1,paper
2447,1,paper
2448,1,paper
2449,1,paper
2450,1,paper
2451,1,paper
2452,1,paper
2453,1,paper
2454,1,paper
2455,1,paper
2456,1,paper
2457,1,paper
2458,1,paper
2459,1,paper
2460,1,paper
2461,1,paper
2462,1,paper
2463,1,paper
2464,1,paper
2465,1,paper
2466,1,paper
2467,1,paper
2468,1,paper
2469,1,paper
2470,1,paper
2471,1,paper
2472,1,paper
2473,1,paper
2474,1,paper
2475,1,paper
2476,1,paper
2477,1,paper
2478,1,paper
2479,1,paper
2480,1,paper
2481,1,paper
2482,1,paper
2483,1,paper
2484,1,paper
2485,1,paper
2486,1,paper
2487,1,paper
2488,1,paper
2489,1,paper
2490,1,paper
2491,1,paper
2492,1,paper
2493,1,paper
2494,1,paper
2495,1,paper
2496,1,paper
2497,1,paper
2498,1,paper
2499,1,paper
2500,1,paper
2501,1,paper
2502,1,paper
2503,1,paper
2504,1,paper
2505,1,paper
2506,1,paper
2507,1,paper
2508,1,paper
2509,1,paper
2510,1,paper
2511,1,paper
2512,1,paper
2513,1,paper
2514,1,paper
2515,1,paper
2516,1,paper
2517,1,paper
2518,1,paper
2519,1,paper
2520,1,paper
2521,1,paper
2522,1,paper
2523,1,paper
2524,1,paper
2525,1,paper
2526,1,paper
2527,1,paper
2528,1,paper
2529,1,paper
2530,1,paper
2531,1,paper
2532,1,paper
2533,1,paper
2534,1,paper
2535,1,paper
2536,1,paper
2537,1,paper
2538,1,paper
2539,1,paper
2540,1,paper
2541,1,paper
2542,1,paper
2543,1,paper
2544,1,paper
2545,1,paper
2546,1,paper
2547,1,paper
2548,1,paper
2549,1,paper
2550,1,paper
2551,1,paper
2552,1,paper
2553,1,paper
2554,1,paper
2555,1,paper
2556,1,paper
2557,1,paper
2558,1,paper
2559,1,paper
2560,1,paper
2561,1,paper
2562,1,paper
2563,1,paper
2564,1,paper
2565,1,paper
2566,1,paper
2567,1,paper
2568,1,paper
2569,1,paper
2570,1,paper
2571,1,paper
2572,1,paper
2573,1,paper
2574,1,paper
2575,1,paper
2576,1,paper
2577,1,paper
2578,1,paper
2579,1,paper
2580,1,paper
2581,1,paper
2582,1,paper
2583,1,paper
2584,1,paper
2585,1,paper
2586,1,paper
2587,1,paper
2588,1,paper
2589,1,paper
2590,1,paper
2591,1,paper
2592,1,paper
2593,1,paper
2594,1,paper
2595,1,paper
2596,1,paper
2597,1,paper
2598,1,paper
2599,1,paper
2600,1,paper
2601,1,paper
2602,1,paper
2603,1,paper
2604,1,paper
2605,1,paper
2606,1,paper
2607,1,paper
2608,1,paper
2609,1,paper
2610,1,paper
2611,1,paper
2612,1,paper
2613,1,paper
2614,1,paper
2615,1,paper
2616,1,paper
2617,1,paper
2618,1,paper
2619,1,paper
2620,1,paper
2621,1,paper
2622,1,paper
2623,1,paper
2624,1,paper
2625,1,paper
2626,1,paper
2627,1,paper
2628,1,paper
2629,1,paper
2630,1,paper
2631,1,paper
2632,1,paper
2633,1,paper
2634,1,paper
2635,1,paper
2636,1,paper
2637,1,paper
2638,1,paper
2639,1,paper
2640,1,paper
2641,1,paper
2642,1,paper
2643,1,paper
2644,1,paper
2645,1,paper
2646,1,paper
2647,1,paper
2648,1,paper
2649,1,paper
2650,1,paper
2651,1,paper
2652,1,paper
2653,1,paper
2654,1,paper
2655,1,paper
2656,1,paper
2657,1,paper
2658,1,paper
2659,1,paper
2660,1,paper
2661,1,paper
2662,1,paper
2663,1,paper
2664,1,paper
2665,1,paper
2666,1,paper
2667,1,paper
2668,1,paper
2669,1,paper
2670,1,paper
2671,1,paper
2672,1,paper
2673,1,paper
2674,1,paper
2675,1,paper
2676,1,paper
2677,1,paper
2678,1,paper
2679,1,paper
2680,1,paper
2681,1,paper
2682,1,paper
2683,1,paper
2684,1,paper
2685,1,paper
2686,1,paper
2687,1,paper
2688,1,paper
2689,1,paper
2690,1,paper
2691,1,paper
2692,1,paper
2693,1,paper
2694,1,paper
2695,1,paper
2696,1,paper
2697,1,paper
2698,1,paper
2699,1,paper
2700,1,paper
2701,1,paper
2702,1,paper
2703,1,paper
2704,1,paper
2705,1,paper
2706,1,paper
2707,1,paper
2708,1,paper
2709,1,paper
2710,1,paper
2711,1,paper
2712,1,paper
2713,1,paper
2714,1,paper
2715,1,paper
2716,1,paper
2717,1,paper
2718,1,paper
2719,1,paper
2720,1,paper
2721,1,paper
2722,1,paper
2723,1,paper
2724,1,paper
2725,1,paper
2726,1,paper
2727,1,paper
2728,1,paper
2729,1,paper
2730,1,paper
2731,1,paper
2732,1,paper
2733,1,paper
2734,1,paper
2735,1,paper
2736,1,paper
2737,1,paper
2738,1,paper
2739,1,paper
2740,1,paper
2741,1,paper
2742,1,paper
2743,1,paper
2744,1,paper
2745,1,paper
2746,1,paper
2747,1,paper
2748,1,paper
2749,1,paper
2750,1,paper
2751,1,paper
2752,1,paper
2753,1,paper
2754,1,paper
2755,1,paper
2756,1,paper
2757,1,paper
2758,1,paper
2759,1,paper
2760,1,paper
2761,1,paper
2762,1,paper
2763,1,paper
2764,1,paper
2765,1,paper
2766,1,paper
2767,1,paper
2768,1,paper
2769,1,paper
2770,1,paper
2771,1,paper
2772,1,paper
2773,1,paper
2774,1,paper
2775,1,paper
2776,1,paper
2777,1,paper
2778,1,paper
2779,1,paper
2780,1,paper
2781,1,paper
2782,1,paper
2783,1,paper
2784,1,paper
2785,1,paper
2786,1,paper
2787,1,paper
2788,1,paper
2789,1,paper
2790,1,paper
2791,1,paper
2792,1,paper
2793,1,paper
2794,1,paper
2795,1,paper
2796,1,paper
2797,1,paper
2798,1,paper
2799,1,paper
2800,1,paper
2801,1,paper
2802,1,paper
2803,1,paper
2804,1,paper
2805,1,paper
2806,1,paper
2807,1,paper
2808,1,paper
2809,1,paper
2810,1,paper
2811,1,paper
2812,1,paper
2813,1,paper
2814,1,paper
2815,1,paper
2816,1,paper
2817,1,paper
2818,1,paper
2819,1,paper
2820,1,paper
2821,1,paper
2822,1,paper
2823,1,paper
2824,1,paper
2825,1,paper
2826,1,paper
2827,1,paper
2828,1,paper
2829,1,paper
2830,1,paper
2831,1,paper
2832,1,paper
2833,1,paper
2834,1,paper
2835,1,paper
2836,1,paper
2837,1,paper
2838,1,paper
2839,1,paper
2840,1,paper
2841,1,paper
2842,1,paper
2843,1,paper
2844,1,paper
2845,1,paper
2846,1,paper
2847,1,paper
2848,1,paper
2849,1,paper
2850,1,paper
2851,1,paper
2852,1,paper
2853,1,paper
2854,1,paper
2855,1,paper
2856,1,paper
2857,1,paper
2858,1,paper
2859,1,paper
2860,1,paper
2861,1,paper
2862,1,paper
2863,1,paper
2864,1,paper
2865,1,paper
2866,1,paper
2867,1,paper
2868,1,paper
2869,1,paper
2870,1,paper
2871,1,paper
2872,1,paper
2873,1,paper
2874,1,paper
2875,1,paper
2876,1,paper
2877,1,paper
2878,1,paper
2879,1,paper
2880,1,paper
2881,1,paper
2882,1,paper
2883,1,paper
2884,1,paper
2885,1,paper
2886,1,paper
2887,1,paper
2888,1,paper
2889,1,paper
2890,1,paper
2891,1,paper
2892,1,paper
2893,1,paper
2894,1,paper
2895,1,paper
2896,1,paper
2897,1,paper
2898,1,paper
2899,1,paper
2900,1,paper
2901,1,paper
2902,1,paper
2903,1,paper
2904,1,paper
2905,1,paper
2906,1,paper
2907,1,paper
2908,1,paper
2909,1,paper
2910,1,paper
2911,1,paper
2912,1,paper
2913,1,paper
2914,1,paper
2915,1,paper
2916,1,paper
2917,1,paper
2918,1,paper
2919,1,paper
2920,1,paper
2921,1,paper
2922,1,paper
2923,1,paper
2924,1,paper
2925,1,paper
2926,1,paper
2927,1,paper
2928,1,paper
2929,1,paper
2930,1,paper
2931,1,paper
2932,1,paper
2933,1,paper
2934,1,paper
2935,1,paper
2936,1,paper
2937,1,paper
2938,1,paper
2939,1,paper
2940,1,paper
2941,1,paper
2942,1,paper
2943,1,paper
2944,1,paper
2945,1,paper
2946,1,paper
2947,1,paper
2948,1,paper
2949,1,paper
2950,1,paper
2951,1,paper
2952,1,paper
2953,1,paper
2954,1,paper
2955,1,paper
2956,1,paper
2957,1,paper
2958,1,paper
2959,1,paper
2960,1,paper
2961,1,paper
2962,1,paper
2963,1,paper
2964,1,paper
2965,1,paper
2966,1,paper
2967,1,paper
2968,1,paper
2969,1,paper
2970,1,paper
2971,1,paper
2972,1,paper
2973,1,paper
2974,1,paper
2975,1,paper
2976,1,paper
2977,1,paper
2978,1,paper
2979,1,paper
2980,1,paper
2981,1,paper
2982,1,paper
2983,1,paper
2984,1,paper
2985,1,paper
2986,1,paper
2987,1,paper
2988,1,paper
2989,1,paper
2990,1,paper
2991,1,paper
2992,1,paper
2993,1,paper
2994,1,paper
2995,1,paper
2996,1,paper
2997,1,paper
2998,1,paper
2999,1,paper
3000,1,paper
3001,1,paper
3002,1,paper
3003,1,paper
3004,1,paper
3005,1,paper
3006,1,paper
3007,1,paper
3008,1,paper
3009,1,paper
3010,1,paper
3011,1,paper
3012,1,paper
3013,1,paper
3014,1,paper
3015,1,paper
3016,1,paper
3017,1,paper
3018,1,paper
3019,1,paper
3020,1,paper
3021,1,paper
3022,1,paper
3023,1,paper
3024,1,paper
3025,1,paper
3026,1,paper
3027,1,paper
3028,1,paper
3029,1,paper
3030,1,paper
3031,1,paper
3032,1,paper
3033,1,paper
3034,1,paper
3035,1,paper
3036,1,paper
3037,1,paper
3038,1,paper
3039,1,paper
3040,1,paper
3041,1,paper
3042,1,paper
3043,1,paper
3044,1,paper
3045,1,paper
3046,1,paper
3047,1,paper
3048,1,paper
3049,1,paper
3050,1,paper
3051,1,paper
3052,1,paper
3053,1,paper
3054,1,paper
3055,1,paper
3056,1,paper
3057,1,paper
3058,1,paper
3059,1,paper
3060,1,paper
3061,1,paper
3062,1,paper
3063,1,paper
3064,1,paper
3065,1,paper
3066,1,paper
3067,1,paper
3068,1,paper
3069,1,paper
3070,1,paper
3071,1,paper
3072,1,paper
3073,1,paper
3074,1,paper
3075,1,paper
3076,1,paper
3077,1,paper
3078,1,paper
3079,1,paper
3080,1,paper
3081,1,paper
3082,1,paper
3083,1,paper
3084,1,paper
3085,1,paper
3086,1,paper
3087,1,paper
3088,1,paper
3089,1,paper
3090,1,paper
3091,1,paper
3092,1,paper
3093,1,paper
3094,1,paper
3095,1,paper
3096,1,paper
3097,1,paper
3098,1,paper
3099,1,paper
3100,1,paper
3101,1,paper
3102,1,paper
3103,1,paper
3104,1,paper
3105,1,paper
3106,1,paper
3107,1,paper
3108,1,paper
3109,1,paper
3110,1,paper
3111,1,paper
3112,1,paper
3113,1,paper
3114,1,paper
3115,1,paper
3116,1,paper
3117,1,paper
3118,1,paper
3119,1,paper
3120,1,paper
3121,1,paper
3122,1,paper
3123,1,paper
3124,1,paper
3125,1,paper
3126,1,paper
3127,1,paper
3128,1,paper
3129,1,paper
3130,1,paper
3131,1,paper
3132,1,paper
3133,1,paper
3134,1,paper
3135,1,paper
3136,1,paper
3137,1,paper
3138,1,paper
3139,1,paper
3140,1,paper
3141,1,paper
3142,1,paper
3143,1,paper
3144,1,paper
3145,1,paper
3146,1,paper
3147,1,paper
3148,1,paper
3149,1,paper
3150,1,paper
3151,1,paper
3152,1,paper
3153,1,paper
3154,1,paper
3155,1,paper
3156,1,paper
3157,1,paper
3158,1,paper
3159,1,paper
3160,1,paper
3161,1,paper
3162,1,paper
3163,1,paper
3164,1,paper
3165,1,paper
3166,1,paper
3167,1,paper
3168,1,paper
3169,1,paper
3170,1,paper
3171,1,paper
3172,1,paper
3173,1,paper
3174,1,paper
3175,1,paper
3176,1,paper
3177,1,paper
3178,1,paper
3179,1,paper
3180,1,paper
3181,1,paper
3182,1,paper
3183,1,paper
3184,1,paper
3185,1,paper
3186,1,paper
3187,1,paper
3188,1,paper
3189,1,paper
3190,1,paper
3191,1,paper
3192,1,paper
3193,1,paper
3194,1,paper
3195,1,paper
3196,1,paper
3197,1,paper
3198,1,paper
3199,1,paper
3200,1,paper
3201,1,paper
3202,1,paper
3203,1,paper
3204,1,paper
3205,1,paper
3206,1,paper
3207,1,paper
3208,1,paper
3209,1,paper
3210,1,paper
3211,1,paper
3212,1,paper
3213,1,paper
3214,1,paper
3215,1,paper
3216,1,paper
3217,1,paper
3218,1,paper
3219,1,paper
3220,1,paper
3221,1,paper
3222,1,paper
3223,1,paper
3224,1,paper
3225,1,paper
3226,1,paper
3227,1,paper
3228,1,paper
3229,1,paper
3230,1,paper
3231,1,paper
3232,1,paper
3233,1,paper
3234,1,paper
3235,1,paper
3236,1,paper
3237,1,paper
3238,1,paper
3239,1,paper
3240,1,paper
3241,1,paper
3242,1,paper
3243,1,paper
3244,1,paper
3245,1,paper
3246,1,paper
3247,1,paper
3248,1,paper
3249,1,paper
3250,1,paper
3251,1,paper
3252,1,paper
3253,1,paper
3254,1,paper
3255,1,paper
3256,1,paper
3257,1,paper
3258,1,paper
3259,1,paper
3260,1,paper
3261,1,paper
3262,1,paper
3263,1,paper
3264,1,paper
3265,1,paper
3266,1,paper
3267,1,paper
3268,1,paper
3269,1,paper
3270,1,paper
3271,1,paper
3272,1,paper
3273,1,paper
3274,1,paper
3275,1,paper
3276,1,paper
3277,1,paper
3278,1,paper
3279,1,paper
3280,1,paper
3281,1,paper
3282,1,paper
3283,1,paper
3284,1,paper
3285,1,paper
3286,1,paper
3287,1,paper
3288,1,paper
3289,1,paper
3290,1,paper
3291,1,paper
3292,1,paper
3293,1,paper
3294,1,paper
3295,1,paper
3296,1,paper
3297,1,paper
3298,1,paper
3299,1,paper
3300,1,paper
3301,1,paper
3302,1,paper
3303,1,paper
3304,1,paper
3305,1,paper
3306,1,paper
3307,1,paper
3308,1,paper
3309,1,paper
3310,1,paper
3311,1,paper
3312,1,paper
3313,1,paper
3314,1,paper
3315,1,paper
3316,1,paper
3317,1,paper
3318,1,paper
3319,1,paper
3320,1,paper
3321,1,paper
3322,1,paper
3323,1,paper
3324,1,paper
3325,1,paper
3326,1,paper
3327,1,paper
3328,1,paper
3329,1,paper
3330,1,paper
3331,1,paper
3332,1,paper
3333,1,paper
3334,1,paper
3335,1,paper
3336,1,paper
3337,1,paper
3338,1,paper
3339,1,paper
3340,1,paper
3341,1,paper
3342,1,paper
3343,1,paper
3344,1,paper
3345,1,paper
3346,1,paper
3347,1,paper
3348,1,paper
3349,1,paper
3350,1,paper
3351,1,paper
3352,1,paper
3353,1,paper
3354,1,paper
3355,1,paper
3356,1,paper
3357,1,paper
3358,1,paper
3359,1,paper
3360,1,paper
3361,1,paper
3362,1,paper
3363,1,paper
3364,1,paper
3365,1,paper
3366,1,paper
3367,1,paper
3368,1,paper
3369,1,paper
3370,1,paper
3371,1,paper
3372,1,paper
3373,1,paper
3374,1,paper
3375,1,paper
3376,1,paper
3377,1,paper
3378,1,paper
3379,1,paper
3380,1,paper
3381,1,paper
3382,1,paper
3383,1,paper
3384,1,paper
3385,1,paper
3386,1,paper
3387,1,paper
3388,1,paper
3389,1,paper
3390,1,paper
3391,1,paper
3392,1,paper
3393,1,paper
3394,1,paper
3395,1,paper
3396,1,paper
3397,1,paper
3398,1,paper
3399,1,paper
3400,1,paper
3401,1,paper
3402,1,paper
3403,1,paper
3404,1,paper
3405,1,paper
3406,1,paper
3407,1,paper
3408,1,paper
3409,1,paper
3410,1,paper
3411,1,paper
3412,1,paper
3413,1,paper
3414,1,paper
3415,1,paper
3416,1,paper
3417,1,paper
3418,1,paper
3419,1,paper
3420,1,paper
3421,1,paper
3422,1,paper
3423,1,paper
3424,1,paper
3425,1,paper
3426,1,paper
3427,1,paper
3428,1,paper
3429,1,paper
3430,1,paper
3431,1,paper
3432,1,paper
3433,1,paper
3434,1,paper
3435,1,paper
3436,1,paper
3437,1,paper
3438,1,paper
3439,1,paper
3440,1,paper
3441,1,paper
3442,1,paper
3443,1,paper
3444,1,paper
3445,1,paper
3446,1,paper
3447,1,paper
3448,1,paper
3449,1,paper
3450,1,paper
3451,1,paper
3452,1,paper
3453,1,paper
3454,1,paper
3455,1,paper
3456,1,paper
3457,1,paper
3458,1,paper
3459,1,paper
3460,1,paper
3461,1,paper
3462,1,paper
3463,1,paper
3464,1,paper
3465,1,paper
3466,1,paper
3467,1,paper
3468,1,paper
3469,1,paper
3470,1,paper
3471,1,paper
3472,1,paper
3473,1,paper
3474,1,paper
3475,1,paper
3476,1,paper
3477,1,paper
3478,1,paper
3479,1,paper
3480,1,paper
3481,1,paper
3482,1,paper
3483,1,paper
3484,1,paper
3485,1,paper
3486,1,paper
3487,1,paper
3488,1,paper
3489,1,paper
3490,1,paper
3491,1,paper
3492,1,paper
3493,1,paper
3494,1,paper
3495,1,paper
3496,1,paper
3497,1,paper
3498,1,paper
3499,1,paper
3500,1,paper
3501,1,paper
3502,1,paper
3503,1,paper
3504,1,paper
3505,1,paper
3506,1,paper
3507,1,paper
3508,1,paper
3509,1,paper
3510,1,paper
3511,1,paper
3512,1,paper
3513,1,paper
3514,1,paper
3515,1,paper
3516,1,paper
3517,1,paper
3518,1,paper
3519,1,paper
3520,1,paper
3521,1,paper
3522,1,paper
3523,1,paper
3524,1,paper
3525,1,paper
3526,1,paper
3527,1,paper
3528,1,paper
3529,1,paper
3530,1,paper
3531,1,paper
3532,1,paper
3533,1,paper
3534,1,paper
3535,1,paper
3536,1,paper
3537,1,paper
3538,1,paper
3539,1,paper
3540,1,paper
3541,1,paper
3542,1,paper
3543,1,paper
3544,1,paper
3545,1,paper
3546,1,paper
3547,1,paper
3548,1,paper
3549,1,paper
3550,1,paper
3551,1,paper
3552,1,paper
3553,1,paper
3554,1,paper
3555,1,paper
3556,1,paper
3557,1,paper
3558,1,paper
3559,1,paper
3560,1,paper
3561,1,paper
3562,1,paper
3563,1,paper
3564,1,paper
3565,1,paper
3566,1,paper
3567,1,paper
3568,1,paper
3569,1,paper
3570,1,paper
3571,1,paper
3572,1,paper
3573,1,paper
3574,1,paper
3575,1,paper
3576,1,paper
3577,1,paper
3578,1,paper
3579,1,paper
3580,1,paper
3581,1,paper
3582,1,paper
3583,1,paper
3584,1,paper
3585,1,paper
3586,1,paper
3587,1,paper
3588,1,paper
3589,1,paper
3590,1,paper
3591,1,paper
3592,1,paper
3593,1,paper
3594,1,paper
3595,1,paper
3596,1,paper
3597,1,paper
3598,1,paper
3599,1,paper
3600,1,paper
3601,1,paper
3602,1,paper
3603,1,paper
3604,1,paper
3605,1,paper
3606,1,paper
3607,1,paper
3608,1,paper
3609,1,paper
3610,1,paper
3611,1,paper
3612,1,paper
3613,1,paper
3614,1,paper
3615,1,paper
3616,1,paper
3617,1,paper
3618,1,paper
3619,1,paper
3620,1,paper
3621,1,paper
3622,1,paper
3623,1,paper
3624,1,paper
3625,1,paper
3626,1,paper
3627,1,paper
3628,1,paper
3629,1,paper
3630,1,paper
3631,1,paper
3632,1,paper
3633,1,paper
3634,1,paper
3635,1,paper
3636,1,paper
3637,1,paper
3638,1,paper
3639,1,paper
3640,1,paper
3641,1,paper
3642,1,paper
3643,1,paper
3644,1,paper
3645,1,paper
3646,1,paper
3647,1,paper
3648,1,paper
3649,1,paper
3650,1,paper
3651,1,paper
3652,1,paper
3653,1,paper
3654,1,paper
3655,1,paper
3656,1,paper
3657,1,paper
3658,1,paper
3659,1,paper
3660,1,paper
3661,1,paper
3662,1,paper
3663,1,paper
3664,1,paper
3665,1,paper
3666,1,paper
3667,1,paper
3668,1,paper
3669,1,paper
3670,1,paper
3671,1,paper
3672,1,paper
3673,1,paper
3674,1,paper
3675,1,paper
3676,1,paper
3677,1,paper
3678,1,paper
3679,1,paper
3680,1,paper
3681,1,paper
3682,1,paper
3683,1,paper
3684,1,paper
3685,1,paper
3686,1,paper
3687,1,paper
3688,1,paper
3689,1,paper
3690,1,paper
3691,1,paper
3692,1,paper
3693,1,paper
3694,1,paper
3695,1,paper
3696,1,paper
3697,1,paper
3698,1,paper
3699,1,paper
3700,1,paper
3701,1,paper
3702,1,paper
3703,1,paper
3704,1,paper
3705,1,paper
3706,1,paper
3707,1,paper
3708,1,paper
3709,1,paper
3710,1,paper
3711,1,paper
3712,1,paper
3713,1,paper
3714,1,paper
3715,1,paper
3716,1,paper
3717,1,paper
3718,1,paper
3719,1,paper
3720,1,paper
3721,1,paper
3722,1,paper
3723,1,paper
3724,1,paper
3725,1,paper
3726,1,paper
3727,1,paper
3728,1,paper
3729,1,paper
3730,1,paper
3731,1,paper
3732,1,paper
3733,1,paper
3734,1,paper
3735,1,paper
3736,1,paper
3737,1,paper
3738,1,paper
3739,1,paper
3740,1,paper
3741,1,paper
3742,1,paper
3743,1,paper
3744,1,paper
3745,1,paper
3746,1,paper
3747,1,paper
3748,1,paper
3749,1,paper
3750,1,paper
3751,1,paper
3752,1,paper
3753,1,paper
3754,1,paper
3755,1,paper
3756,1,paper
3757,1,paper
3758,1,paper
3759,1,paper
3760,1,paper
3761,1,paper
3762,1,paper
3763,1,paper
3764,1,paper
3765,1,paper
3766,1,paper
3767,1,paper
3768,1,paper
3769,1,paper
3770,1,paper
3771,1,paper
3772,1,paper
3773,1,paper
3774,1,paper
3775,1,paper
3776,1,paper
3777,1,paper
3778,1,paper
3779,1,paper
3780,1,paper
3781,1,paper
3782,1,paper
3783,1,paper
3784,1,paper
3785,1,paper
3786,1,paper
3787,1,paper
3788,1,paper
3789,1,paper
3790,1,paper
3791,1,paper
3792,1,paper
3793,1,paper
3794,1,paper
3795,1,paper
3796,1,paper
3797,1,paper
3798,1,paper
3799,1,paper
3800,1,paper
3801,1,paper
3802,1,paper
